"Status","Year","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","23000","21365","30530","27570"
"In post","2022","East of England","22930","21355","31320","28550"
"In post","2022","London","104830","100955","43870","38270"
"In post","2022","North East (England)","33105","30065","29730","26820"
"In post","2022","North West (England)","64305","59705","30510","27570"
"In post","2022","Northern Ireland","4260","4045","29640","26590"
"In post","2022","Overseas","3685","3665","49440","48580"
"In post","2022","Scotland","51015","47695","33380","27940"
"In post","2022","South East (England)","42630","39660","32240","29170"
"In post","2022","South West (England)","46710","43960","34750","31650"
"In post","2022","Unknown","3310","3235","35950","32400"
"In post","2022","Wales","37900","35105","31780","27570"
"In post","2022","West Midlands (England)","33170","30865","31020","27570"
"In post","2022","Yorkshire and The Humber","39235","36410","32050","27570"
"Leaver CS","2022","East Midlands (England)","2280","[c]","28340","26520"
"Leaver CS","2022","East of England","2675","[c]","31230","27570"
"Leaver CS","2022","London","9640","[c]","41510","34550"
"Leaver CS","2022","North East (England)","2555","[c]","27970","22040"
"Leaver CS","2022","North West (England)","4630","[c]","29010","25310"
"Leaver CS","2022","Northern Ireland","255","[c]","27950","23250"
"Leaver CS","2022","Overseas","140","[c]","48290","44910"
"Leaver CS","2022","Scotland","3740","[c]","31970","27570"
"Leaver CS","2022","South East (England)","4570","[c]","30440","27570"
"Leaver CS","2022","South West (England)","4070","[c]","32410","27570"
"Leaver CS","2022","Unknown","1230","[c]","31440","26780"
"Leaver CS","2022","Wales","2205","[c]","30750","26130"
"Leaver CS","2022","West Midlands (England)","2725","[c]","30710","27570"
"Leaver CS","2022","Yorkshire and The Humber","3500","[c]","30340","27570"
"Leaver Dept.","2022","East Midlands (England)","635","[c]","32180","27570"
"Leaver Dept.","2022","East of England","665","[c]","37750","30750"
"Leaver Dept.","2022","London","10275","[c]","43970","39000"
"Leaver Dept.","2022","North East (England)","995","[c]","31690","27570"
"Leaver Dept.","2022","North West (England)","2065","[c]","32180","27570"
"Leaver Dept.","2022","Northern Ireland","50","[c]","31980","26840"
"Leaver Dept.","2022","Overseas","55","[c]","45190","52430"
"Leaver Dept.","2022","Scotland","1245","[c]","29930","27570"
"Leaver Dept.","2022","South East (England)","1070","[c]","39410","32560"
"Leaver Dept.","2022","South West (England)","2135","[c]","36800","32310"
"Leaver Dept.","2022","Unknown","745","[c]","37380","32000"
"Leaver Dept.","2022","Wales","745","[c]","33490","28840"
"Leaver Dept.","2022","West Midlands (England)","1310","[c]","33190","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","1670","[c]","36530","31990"
"New entrant CS","2022","East Midlands (England)","3635","[c]","26530","24620"
"New entrant CS","2022","East of England","3280","[c]","27640","25480"
"New entrant CS","2022","London","13760","[c]","36310","32260"
"New entrant CS","2022","North East (England)","4215","[c]","26430","23170"
"New entrant CS","2022","North West (England)","8830","[c]","27220","24880"
"New entrant CS","2022","Northern Ireland","605","[c]","28030","26590"
"New entrant CS","2022","Overseas","55","[c]","37970","36740"
"New entrant CS","2022","Scotland","7590","[c]","28810","27020"
"New entrant CS","2022","South East (England)","5520","[c]","28500","26140"
"New entrant CS","2022","South West (England)","5700","[c]","29400","26140"
"New entrant CS","2022","Unknown","875","[c]","29440","27570"
"New entrant CS","2022","Wales","4225","[c]","27180","23560"
"New entrant CS","2022","West Midlands (England)","5245","[c]","28150","25400"
"New entrant CS","2022","Yorkshire and The Humber","5875","[c]","28880","26130"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","",""
"Data column","Description","","","","",""
"Status","Employment status of the civil servants.","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","",""
