"Status","Year","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Isle of Wight","900","825","27520","26810"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","850","815","32650","31060"
"In post","2021","Kent Thames Gateway","1605","1525","30150","30400"
"In post","2021","Kingston upon Hull, City of","2005","1800","27990","27130"
"In post","2021","Lambeth","4380","4145","43650","39410"
"In post","2021","Lancaster and Wyre","1055","980","28560","26670"
"In post","2021","Leeds","11410","10740","33110","28790"
"In post","2021","Leicester","2615","2360","26860","25400"
"In post","2021","Leicestershire CC and Rutland","2025","1895","29100","26810"
"In post","2021","Lewisham and Southwark","1390","1330","33830","31060"
"In post","2021","Lincolnshire","2830","2665","28120","26750"
"In post","2021","Lisburn and Castlereagh","400","385","27540","24890"
"In post","2021","Liverpool","10235","9455","29090","25310"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","330","310","28440","27570"
"In post","2021","Luton","555","490","26280","26700"
"In post","2021","Manchester","8990","8530","33780","29730"
"In post","2021","Medway","1410","1345","31050","29750"
"In post","2021","Merton, Kingston upon Thames and Sutton","660","625","31120","31060"
"In post","2021","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","880","825","30270","29290"
"In post","2021","Mid Lancashire","5605","5030","27450","24980"
"In post","2021","Milton Keynes","2210","2115","32440","28550"
"In post","2021","Monmouthshire and Newport","5605","5250","33790","29540"
"In post","2021","Na h-Eileanan Siar","175","160","25840","22230"
"In post","2021","Newry, Mourne and Down","65","60","21280","20310"
"In post","2021","North and North East Lincolnshire","810","725","25790","26470"
"In post","2021","North and West Norfolk","930","860","28020","27420"
"In post","2021","North Hampshire","1020","970","32770","27570"
"In post","2021","North Lanarkshire","2800","2450","26180","22820"
"In post","2021","North Northamptonshire","510","455","25610","27570"
"In post","2021","North Nottinghamshire","990","930","28920","27570"
"In post","2021","North Yorkshire CC","1935","1830","29610","27570"
"In post","2021","Northumberland","395","355","28320","27570"
"In post","2021","Norwich and East Norfolk","1790","1625","29570","27570"
"In post","2021","Nottingham","7955","7435","31780","27570"
"In post","2021","Orkney Islands","40","35","31750","29190"
"In post","2021","Overseas","3755","3740","49990","49760"
"In post","2021","Oxfordshire","2750","2585","32140","29530"
"In post","2021","Perth and Kinross and Stirling","1350","1265","30970","29140"
"In post","2021","Peterborough","1665","1500","28180","25330"
"In post","2021","Plymouth","3105","2890","31160","27570"
"In post","2021","Portsmouth","3910","3635","30590","27570"
"In post","2021","Powys","550","515","29070","27570"
"In post","2021","Redbridge and Waltham Forest","1060","965","28990","30780"
"In post","2021","Sandwell","440","405","27170","27570"
"In post","2021","Scottish Borders","480","440","29450","27570"
"In post","2021","Sefton","6060","5510","29020","25560"
"In post","2021","Sheffield","6935","6400","33200","29360"
"In post","2021","Shetland Islands","60","55","30130","27570"
"In post","2021","Shropshire CC","1170","1110","29090","27570"
"In post","2021","Solihull","1105","1020","28910","26620"
"In post","2021","Somerset","2350","2185","30960","27570"
"In post","2021","South and West Derbyshire","1155","1050","32860","27970"
"In post","2021","South Ayrshire","320","295","27970","27570"
"In post","2021","South Hampshire","4055","3520","30010","27570"
"In post","2021","South Lanarkshire","3700","3315","30270","26120"
"In post","2021","South Nottinghamshire","780","730","30500","27570"
"In post","2021","South Teesside","1125","1010","26410","25310"
"In post","2021","South West Wales","1470","1360","30230","27570"
"In post","2021","Southampton","1285","1185","32820","27570"
"In post","2021","Southend-on-Sea","1345","1210","32090","29360"
"In post","2021","Staffordshire CC","3965","3735","29880","27570"
"In post","2021","Stoke-on-Trent","1245","1115","25180","21170"
"In post","2021","Suffolk","4170","3905","28710","27570"
"In post","2021","Sunderland","4430","3755","25080","21440"
"In post","2021","Swansea","9070","8085","27290","21590"
"In post","2021","Swindon","470","440","32310","27570"
"In post","2021","Telford and Wrekin","1930","1780","33330","27570"
"In post","2021","Thurrock","365","345","26380","25310"
"In post","2021","Torbay","335","285","25900","26120"
"In post","2021","Tower Hamlets","6875","6645","48370","42070"
"In post","2021","Tyneside","16545","15020","29160","25560"
"In post","2021","Unknown","3730","3645","35670","32100"
"In post","2021","Wakefield","1680","1545","30270","27570"
"In post","2021","Walsall","605","525","25100","26120"
"In post","2021","Wandsworth","955","915","32060","31060"
"In post","2021","Warrington","2690","2560","32520","30640"
"In post","2021","Warwickshire","1300","1190","26820","24890"
"In post","2021","West Cumbria","1200","1095","28270","25190"
"In post","2021","West Essex","700","625","30400","28590"
"In post","2021","West Kent","400","375","36460","37320"
"In post","2021","West Lothian","510","475","32720","27570"
"In post","2021","West Northamptonshire","1100","1010","26470","24440"
"In post","2021","West Surrey","2115","1990","32810","29290"
"In post","2021","West Sussex (North East)","1235","1100","30730","27570"
"In post","2021","West Sussex (South West)","1315","1195","30150","27570"
"In post","2021","Westminster","55700","54270","48070","43360"
"In post","2021","Wiltshire","7480","7170","36300","33300"
"In post","2021","Wirral","2145","1870","26230","26120"
"In post","2021","Wolverhampton","885","770","24990","26110"
"In post","2021","Worcestershire","2250","2125","28730","26780"
"In post","2021","York","2790","2640","36200","31710"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","150","[c]","35030","27570"
"Leaver CS","2021","Angus and Dundee City","90","[c]","26240","21090"
"Leaver CS","2021","Antrim and Newtownabbey","10","[c]","27190","22990"
"Leaver CS","2021","Ards and North Down","10","[c]","29850","23390"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","30","[c]","30280","31060"
"Leaver CS","2021","Barnet","145","[c]","38340","32330"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","195","[c]","25720","25490"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","500","[c]","37020","33300"
"Leaver CS","2021","Bedford","85","[c]","31870","26890"
"Leaver CS","2021","Belfast","120","[c]","26690","21430"
"Leaver CS","2021","Berkshire","170","[c]","33570","28750"
"Leaver CS","2021","Bexley and Greenwich","130","[c]","30220","30780"
"Leaver CS","2021","Birmingham","515","[c]","33470","26560"
"Leaver CS","2021","Blackburn with Darwen","20","[c]","22980","21010"
"Leaver CS","2021","Blackpool","265","[c]","26020","21010"
"Leaver CS","2021","Bournemouth and Poole","40","[c]","24970","24890"
"Leaver CS","2021","Bradford","195","[c]","22960","21010"
"Leaver CS","2021","Breckland and South Norfolk","70","[c]","36770","33260"
"Leaver CS","2021","Brent","30","[c]","29630","29160"
"Leaver CS","2021","Bridgend and Neath Port Talbot","45","[c]","25250","21010"
"Leaver CS","2021","Brighton and Hove","30","[c]","27600","23520"
"Leaver CS","2021","Bristol, City of","360","[c]","34250","27570"
"Leaver CS","2021","Bromley","30","[c]","29380","30250"
"Leaver CS","2021","Buckinghamshire CC","160","[c]","31250","29930"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","5","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","65","[c]","24460","21100"
"Leaver CS","2021","Cambridgeshire CC","205","[c]","38510","31150"
"Leaver CS","2021","Camden and City of London","430","[c]","36000","26410"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","585","[c]","35720","27570"
"Leaver CS","2021","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","15","[c]","25980","26670"
"Leaver CS","2021","Central Hampshire","210","[c]","31300","28650"
"Leaver CS","2021","Central Valleys","50","[c]","33550","27260"
"Leaver CS","2021","Cheshire East","65","[c]","29380","26500"
"Leaver CS","2021","Cheshire West and Chester","15","[c]","23420","21010"
"Leaver CS","2021","Chorley and West Lancashire","95","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","590","[c]","38200","32930"
"Leaver CS","2021","Clackmannanshire and Fife","80","[c]","29410","27570"
"Leaver CS","2021","Conwy and Denbighshire","25","[c]","32310","28850"
"Leaver CS","2021","Cornwall and Isles of Scilly","95","[c]","27030","24670"
"Leaver CS","2021","Coventry","200","[c]","38400","30200"
"Leaver CS","2021","Croydon","370","[c]","36490","29810"
"Leaver CS","2021","Darlington","40","[c]","35580","36070"
"Leaver CS","2021","Derby","60","[c]","23820","21010"
"Leaver CS","2021","Derry City and Strabane","35","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","430","[c]","24210","21010"
"Leaver CS","2021","Dorset CC","165","[c]","29190","27030"
"Leaver CS","2021","Dudley","125","[c]","24350","21010"
"Leaver CS","2021","Dumfries and Galloway","25","[c]","26650","25870"
"Leaver CS","2021","Durham CC","285","[c]","25290","21430"
"Leaver CS","2021","Ealing","110","[c]","30410","31060"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","50","[c]","26450","22230"
"Leaver CS","2021","East Cumbria","50","[c]","23830","21050"
"Leaver CS","2021","East Derbyshire","25","[c]","23980","21010"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","120","[c]","32450","30660"
"Leaver CS","2021","East Kent","160","[c]","26660","25110"
"Leaver CS","2021","East Lancashire","25","[c]","23620","21010"
"Leaver CS","2021","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","50","[c]","24980","21590"
"Leaver CS","2021","East Riding of Yorkshire","160","[c]","29650","27570"
"Leaver CS","2021","East Surrey","80","[c]","38030","33180"
"Leaver CS","2021","East Sussex CC","110","[c]","26190","21010"
"Leaver CS","2021","Enfield","20","[c]","26680","25110"
"Leaver CS","2021","Essex Haven Gateway","85","[c]","31450","28330"
"Leaver CS","2021","Essex Thames Gateway","55","[c]","25820","24180"
"Leaver CS","2021","Falkirk","65","[c]","28360","24570"
"Leaver CS","2021","Flintshire and Wrexham","330","[c]","27360","21700"
"Leaver CS","2021","Glasgow City","450","[c]","30520","25870"
"Leaver CS","2021","Gloucestershire","100","[c]","30190","27130"
"Leaver CS","2021","Greater Manchester North East","85","[c]","26370","27570"
"Leaver CS","2021","Greater Manchester North West","110","[c]","23600","21010"
"Leaver CS","2021","Greater Manchester South East","90","[c]","25950","21010"
"Leaver CS","2021","Greater Manchester South West","225","[c]","24480","21010"
"Leaver CS","2021","Gwent Valleys","40","[c]","28090","27230"
"Leaver CS","2021","Gwynedd","45","[c]","25950","24390"
"Leaver CS","2021","Hackney and Newham","95","[c]","29490","29440"
"Leaver CS","2021","Haringey and Islington","100","[c]","25590","24800"
"Leaver CS","2021","Harrow and Hillingdon","130","[c]","31300","29730"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","245","[c]","26330","21010"
"Leaver CS","2021","Heart of Essex","75","[c]","30820","24590"
"Leaver CS","2021","Herefordshire, County of","25","[c]","26760","24860"
"Leaver CS","2021","Hertfordshire","255","[c]","32230","29290"
"Leaver CS","2021","Hounslow and Richmond upon Thames","145","[c]","29390","28040"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","35","[c]","28630","25290"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","60","[c]","29730","23490"
"Leaver CS","2021","Isle of Anglesey","45","[c]","29970","30690"
"Leaver CS","2021","Isle of Wight","45","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","70","[c]","33930","31060"
"Leaver CS","2021","Kent Thames Gateway","100","[c]","25770","24180"
"Leaver CS","2021","Kingston upon Hull, City of","190","[c]","27320","26950"
"Leaver CS","2021","Lambeth","255","[c]","44460","39270"
"Leaver CS","2021","Lancaster and Wyre","65","[c]","27820","21570"
"Leaver CS","2021","Leeds","620","[c]","31310","27570"
"Leaver CS","2021","Leicester","175","[c]","26090","22350"
"Leaver CS","2021","Leicestershire CC and Rutland","170","[c]","27790","26500"
"Leaver CS","2021","Lewisham and Southwark","110","[c]","33780","31060"
"Leaver CS","2021","Lincolnshire","325","[c]","29040","28000"
"Leaver CS","2021","Lisburn and Castlereagh","20","[c]","30500","23820"
"Leaver CS","2021","Liverpool","375","[c]","26350","23090"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","15","[c]","27120","27570"
"Leaver CS","2021","Luton","115","[c]","22400","21010"
"Leaver CS","2021","Manchester","445","[c]","34910","27570"
"Leaver CS","2021","Medway","115","[c]","27210","25660"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","35","[c]","28580","30140"
"Leaver CS","2021","Mid Kent","140","[c]","30270","26280"
"Leaver CS","2021","Mid Lancashire","255","[c]","26920","22350"
"Leaver CS","2021","Milton Keynes","165","[c]","34230","30630"
"Leaver CS","2021","Monmouthshire and Newport","240","[c]","31140","25450"
"Leaver CS","2021","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","5","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","110","[c]","25250","23880"
"Leaver CS","2021","North and West Norfolk","45","[c]","25740","21580"
"Leaver CS","2021","North Hampshire","65","[c]","30080","26670"
"Leaver CS","2021","North Lanarkshire","105","[c]","25690","26890"
"Leaver CS","2021","North Northamptonshire","35","[c]","24610","25080"
"Leaver CS","2021","North Nottinghamshire","65","[c]","30690","27570"
"Leaver CS","2021","North Yorkshire CC","120","[c]","30930","26220"
"Leaver CS","2021","Northumberland","25","[c]","27390","21010"
"Leaver CS","2021","Norwich and East Norfolk","130","[c]","27300","21130"
"Leaver CS","2021","Nottingham","375","[c]","27620","24000"
"Leaver CS","2021","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","135","[c]","42070","38290"
"Leaver CS","2021","Oxfordshire","220","[c]","28740","22880"
"Leaver CS","2021","Perth and Kinross and Stirling","80","[c]","31410","30160"
"Leaver CS","2021","Peterborough","200","[c]","25430","21430"
"Leaver CS","2021","Plymouth","160","[c]","29190","27130"
"Leaver CS","2021","Portsmouth","200","[c]","30830","27570"
"Leaver CS","2021","Powys","30","[c]","26530","22330"
"Leaver CS","2021","Redbridge and Waltham Forest","40","[c]","29400","31060"
"Leaver CS","2021","Sandwell","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","15","[c]","31500","29190"
"Leaver CS","2021","Sefton","265","[c]","31900","27570"
"Leaver CS","2021","Sheffield","440","[c]","30160","25000"
"Leaver CS","2021","Shetland Islands","10","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","80","[c]","32370","29550"
"Leaver CS","2021","Solihull","60","[c]","26790","25640"
"Leaver CS","2021","Somerset","145","[c]","30410","27590"
"Leaver CS","2021","South and West Derbyshire","55","[c]","30170","27570"
"Leaver CS","2021","South Ayrshire","10","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","265","[c]","26570","23050"
"Leaver CS","2021","South Lanarkshire","160","[c]","34400","29650"
"Leaver CS","2021","South Nottinghamshire","50","[c]","28280","26910"
"Leaver CS","2021","South Teesside","40","[c]","26160","26250"
"Leaver CS","2021","South West Wales","55","[c]","28790","26500"
"Leaver CS","2021","Southampton","75","[c]","35580","31040"
"Leaver CS","2021","Southend-on-Sea","80","[c]","25530","24340"
"Leaver CS","2021","Staffordshire CC","265","[c]","26970","25970"
"Leaver CS","2021","Stoke-on-Trent","80","[c]","23350","19930"
"Leaver CS","2021","Suffolk","345","[c]","28430","26220"
"Leaver CS","2021","Sunderland","235","[c]","24250","23010"
"Leaver CS","2021","Swansea","470","[c]","24250","21590"
"Leaver CS","2021","Swindon","25","[c]","29800","22770"
"Leaver CS","2021","Telford and Wrekin","85","[c]","30960","27350"
"Leaver CS","2021","Thurrock","10","[c]","25150","25970"
"Leaver CS","2021","Torbay","20","[c]","22660","21010"
"Leaver CS","2021","Tower Hamlets","460","[c]","46180","40150"
"Leaver CS","2021","Tyneside","805","[c]","26830","21010"
"Leaver CS","2021","Unknown","695","[c]","40470","32000"
"Leaver CS","2021","Wakefield","100","[c]","32780","27570"
"Leaver CS","2021","Walsall","25","[c]","24100","21010"
"Leaver CS","2021","Wandsworth","85","[c]","26000","25110"
"Leaver CS","2021","Warrington","115","[c]","28910","26780"
"Leaver CS","2021","Warwickshire","70","[c]","23630","21890"
"Leaver CS","2021","West Cumbria","70","[c]","28540","25190"
"Leaver CS","2021","West Essex","35","[c]","29510","29290"
"Leaver CS","2021","West Kent","45","[c]","24880","17710"
"Leaver CS","2021","West Lothian","210","[c]","31040","26120"
"Leaver CS","2021","West Northamptonshire","255","[c]","23380","20100"
"Leaver CS","2021","West Surrey","180","[c]","29860","24520"
"Leaver CS","2021","West Sussex (North East)","50","[c]","32650","27240"
"Leaver CS","2021","West Sussex (South West)","100","[c]","29410","26460"
"Leaver CS","2021","Westminster","2495","[c]","45000","38700"
"Leaver CS","2021","Wiltshire","425","[c]","33170","28650"
"Leaver CS","2021","Wirral","80","[c]","25450","22350"
"Leaver CS","2021","Wolverhampton","165","[c]","22890","21010"
"Leaver CS","2021","Worcestershire","175","[c]","24890","21760"
"Leaver CS","2021","York","140","[c]","36550","28370"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","30","[c]","25270","21010"
"Leaver Dept.","2021","Barking & Dagenham and Havering","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","15","[c]","38220","32550"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","430","[c]","35230","32430"
"Leaver Dept.","2021","Bedford","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","40","[c]","33730","25800"
"Leaver Dept.","2021","Berkshire","25","[c]","40850","37410"
"Leaver Dept.","2021","Bexley and Greenwich","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","280","[c]","27800","22570"
"Leaver Dept.","2021","Blackburn with Darwen","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","50","[c]","33880","29470"
"Leaver Dept.","2021","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","45","[c]","24280","27570"
"Leaver Dept.","2021","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Brent","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Bridgend and Neath Port Talbot","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Brighton and Hove","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","155","[c]","35050","30210"
"Leaver Dept.","2021","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Buckinghamshire CC","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Calderdale and Kirklees","15","[c]","25660","27570"
"Leaver Dept.","2021","Cambridgeshire CC","30","[c]","31330","29450"
"Leaver Dept.","2021","Camden and City of London","120","[c]","32820","27760"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","240","[c]","32800","27570"
"Leaver Dept.","2021","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","40","[c]","40140","35310"
"Leaver Dept.","2021","Central Valleys","10","[c]","43130","30380"
"Leaver Dept.","2021","Cheshire East","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chorley and West Lancashire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","125","[c]","35190","29190"
"Leaver Dept.","2021","Clackmannanshire and Fife","10","[c]","27540","27570"
"Leaver Dept.","2021","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","35","[c]","38210","32150"
"Leaver Dept.","2021","Croydon","230","[c]","39610","34250"
"Leaver Dept.","2021","Darlington","15","[c]","31810","29910"
"Leaver Dept.","2021","Derby","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","50","[c]","27600","25190"
"Leaver Dept.","2021","Dorset CC","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Dudley","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Durham CC","105","[c]","25110","21430"
"Leaver Dept.","2021","Ealing","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Ayrshire and North Ayrshire mainland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Cumbria","30","[c]","23080","20430"
"Leaver Dept.","2021","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","40","[c]","27970","24520"
"Leaver Dept.","2021","East Lancashire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Merseyside","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Riding of Yorkshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Surrey","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East Sussex CC","15","[c]","24100","21010"
"Leaver Dept.","2021","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","10","[c]","31110","29350"
"Leaver Dept.","2021","Essex Thames Gateway","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Falkirk","15","[c]","25450","21010"
"Leaver Dept.","2021","Flintshire and Wrexham","20","[c]","29410","27570"
"Leaver Dept.","2021","Glasgow City","240","[c]","27900","26550"
"Leaver Dept.","2021","Gloucestershire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester North East","10","[c]","28490","27570"
"Leaver Dept.","2021","Greater Manchester North West","25","[c]","24740","21270"
"Leaver Dept.","2021","Greater Manchester South East","30","[c]","24120","21370"
"Leaver Dept.","2021","Greater Manchester South West","175","[c]","28130","25560"
"Leaver Dept.","2021","Gwent Valleys","15","[c]","30180","27570"
"Leaver Dept.","2021","Gwynedd","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","25","[c]","35440","31060"
"Leaver Dept.","2021","Haringey and Islington","15","[c]","28610","30950"
"Leaver Dept.","2021","Harrow and Hillingdon","40","[c]","32040","29610"
