"Status","Year","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","East Midlands (England)","23630","21980","32110","28130"
"In post","2023","East of England","22390","20810","32710","30320"
"In post","2023","London","103735","99790","45600","40800"
"In post","2023","North East (England)","34260","31260","31500","28120"
"In post","2023","North West (England)","67110","62515","32150","28120"
"In post","2023","Northern Ireland","4550","4315","31070","27890"
"In post","2023","Overseas","3515","3500","53450","53650"
"In post","2023","Scotland","53495","50110","35360","30440"
"In post","2023","South East (England)","43030","40095","33850","30880"
"In post","2023","South West (England)","47390","44615","36680","33470"
"In post","2023","Unknown","2710","2660","39690","37360"
"In post","2023","Wales","38655","35880","33440","28130"
"In post","2023","West Midlands (England)","34445","32115","32760","28120"
"In post","2023","Yorkshire and The Humber","40860","38020","33650","29050"
"Leaver CS","2023","East Midlands (England)","2315","[c]","29400","27570"
"Leaver CS","2023","East of England","2505","[c]","32010","28120"
"Leaver CS","2023","London","10540","[c]","43140","36310"
"Leaver CS","2023","North East (England)","2440","[c]","29540","25750"
"Leaver CS","2023","North West (England)","5080","[c]","30030","26700"
"Leaver CS","2023","Northern Ireland","270","[c]","29520","22970"
"Leaver CS","2023","Overseas","150","[c]","50500","47000"
"Leaver CS","2023","Scotland","3895","[c]","32660","28120"
"Leaver CS","2023","South East (England)","4755","[c]","31690","27570"
"Leaver CS","2023","South West (England)","4490","[c]","34270","29770"
"Leaver CS","2023","Unknown","420","[c]","35740","32000"
"Leaver CS","2023","Wales","2820","[c]","30100","24630"
"Leaver CS","2023","West Midlands (England)","3125","[c]","30130","26940"
"Leaver CS","2023","Yorkshire and The Humber","3275","[c]","32810","27860"
"Leaver Dept.","2023","East Midlands (England)","365","[c]","29520","27570"
"Leaver Dept.","2023","East of England","305","[c]","31930","28120"
"Leaver Dept.","2023","London","6525","[c]","43880","38180"
"Leaver Dept.","2023","North East (England)","865","[c]","31200","28120"
"Leaver Dept.","2023","North West (England)","1600","[c]","31860","28120"
"Leaver Dept.","2023","Northern Ireland","75","[c]","27610","26750"
"Leaver Dept.","2023","Overseas","55","[c]","44730","41200"
"Leaver Dept.","2023","Scotland","1125","[c]","30300","27570"
"Leaver Dept.","2023","South East (England)","690","[c]","32570","30210"
"Leaver Dept.","2023","South West (England)","755","[c]","36490","33020"
"Leaver Dept.","2023","Unknown","155","[c]","34080","32000"
"Leaver Dept.","2023","Wales","880","[c]","33370","30710"
"Leaver Dept.","2023","West Midlands (England)","895","[c]","31700","28120"
"Leaver Dept.","2023","Yorkshire and The Humber","1070","[c]","34260","30710"
"New entrant CS","2023","East Midlands (England)","2810","[c]","27190","23640"
"New entrant CS","2023","East of England","2495","[c]","28010","25350"
"New entrant CS","2023","London","9745","[c]","36010","31690"
"New entrant CS","2023","North East (England)","3330","[c]","28410","24840"
"New entrant CS","2023","North West (England)","7450","[c]","27500","23640"
"New entrant CS","2023","Northern Ireland","545","[c]","27200","22520"
"New entrant CS","2023","Overseas","70","[c]","48110","45690"
"New entrant CS","2023","Scotland","6645","[c]","29680","25750"
"New entrant CS","2023","South East (England)","5350","[c]","29110","25880"
"New entrant CS","2023","South West (England)","5295","[c]","30800","27500"
"New entrant CS","2023","Unknown","360","[c]","26600","23620"
"New entrant CS","2023","Wales","3665","[c]","27900","23640"
"New entrant CS","2023","West Midlands (England)","4095","[c]","28670","24070"
"New entrant CS","2023","Yorkshire and The Humber","4900","[c]","28670","25750"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","",""
"Data column","Description","","","","",""
"Status","Employment status of the civil servants.","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","",""
"Year","Year of data collection (as at 31 March).","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","",""
